x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-4378.57463833192,3
0.003,0.0,0.0,0.0,-1638.22964177137,2
0.006,0.0,0.0,0.0,-274.646947090848,2
0.009,0.0,0.0,0.0,309.949171990404,2
0.012,0.0,0.0,0.0,656.357484534863,2
0.015,0.0,0.0,0.0,867.750265078959,2
0.018,0.0,0.0,0.0,1011.23317849113,2
0.021,0.0,0.0,0.0,1114.39827536332,2
0.024,0.0,0.0,0.0,1192.56533493107,2
0.027,0.0,0.0,0.0,1254.1279073411,2
0.03,0.0,0.0,0.0,1304.1247779409,2
0.033,0.0,0.0,0.0,1345.71299137162,2
0.036,0.0,0.0,0.0,1380.96686227281,2
0.039,0.0,0.0,0.0,1411.30002248356,2
0.042,0.0,0.0,0.0,1437.70716847201,2
0.045,0.0,0.0,0.0,1460.90739537376,2
0.048,0.0,0.0,0.0,1481.43291739637,2
0.051,0.0,0.0,0.0,1499.68584887589,2
0.054,0.0,0.0,0.0,1515.97566561685,2
0.057,0.0,0.0,0.0,1530.54457046478,2
0.06,0.0,0.0,0.0,1543.58506094635,2
0.063,0.0,0.0,0.0,1555.25233400134,2
0.066,0.0,0.0,0.0,1565.6731900111,2
0.069,0.0,0.0,0.0,1574.95251128446,2
0.072,0.0,0.0,0.0,1583.17802641192,2
0.075,0.0,0.0,0.0,1590.42384092213,2
0.078,0.0,0.0,0.0,1596.75306473619,2
0.081,0.0,0.0,0.0,1602.21976760812,2
0.084,0.0,0.0,0.0,1606.8704267577,2
0.087,0.0,0.0,0.0,1610.74498497652,2
0.09,0.0,0.0,0.0,1613.87760553952,2
0.093,0.0,0.0,0.0,1616.29718775857,2
0.096,0.0,0.0,0.0,1618.02769102799,2
0.099,0.0,0.0,0.0,1619.08830380072,2
0.102,0.0,0.0,0.0,1619.49348580634,2
0.105,0.0,0.0,0.0,1619.25290611545,2
0.108,0.0,0.0,0.0,1618.37129578498,2
0.111,0.0,0.0,0.0,1616.84823139358,2
0.114,0.0,0.0,0.0,1614.67786452848,2
0.117,0.0,0.0,0.0,1611.84861203534,2
0.12,0.0,0.0,0.0,1608.34282246271,2
0.123,0.0,0.0,0.0,1604.13643552531,2
0.126,0.0,0.0,0.0,1599.19865348707,2
0.129,0.0,0.0,0.0,1593.49164602647,2
0.132,0.0,0.0,0.0,1586.97031326898,2
0.135,0.0,0.0,0.0,1579.58213508009,2
0.138,0.0,0.0,0.0,1571.26713817553,2
0.141,0.0,0.0,0.0,1561.9580158068,2
0.144,0.0,0.0,0.0,1551.58043731811,2
0.147,0.0,0.0,0.0,1540.0535862446,2
0.15,0.0,0.0,0.0,1527.29096524553,2
0.153,0.0,0.0,0.0,1513.20150338849,2
0.156,0.0,0.0,0.0,1497.69099545248,2
0.159,0.0,0.0,0.0,1480.66389338539,2
0.162,0.0,0.0,0.0,1462.02545637416,2
0.165,0.0,0.0,0.0,1441.6842479858,2
0.168,0.0,0.0,0.0,1419.55494675501,2
0.171,0.0,0.0,0.0,1395.56141122732,2
0.174,0.0,0.0,0.0,1369.6399132681,2
0.177,0.0,0.0,0.0,1341.74242655783,2
0.18,0.0,0.0,0.0,1311.83983335734,2
0.183,0.0,0.0,0.0,1279.92489497249,2
0.186,0.0,0.0,0.0,1246.01482301301,2
0.189,0.0,0.0,0.0,1210.15329217015,2
0.192,0.0,0.0,0.0,1172.41175242223,2
0.195,0.0,0.0,0.0,1132.88992934389,2
0.198,0.0,0.0,0.0,1091.71544368978,2
0.201,0.0,0.0,0.0,1049.04253192264,2
0.204,0.0,0.0,0.0,1005.04990267337,2
0.207,0.0,0.0,0.0,959.937814415338,2
0.21,0.0,0.0,0.0,913.924501472747,2
0.213,0.0,0.0,0.0,867.242104920984,2
0.216,0.0,0.0,0.0,820.132280354455,2
0.219,0.0,0.0,0.0,772.841656925679,2
0.222,0.0,0.0,0.0,725.617314890589,2
0.225,0.0,0.0,0.0,678.702437045889,2
0.228,0.0,0.0,0.0,632.33227819524,2
0.231,0.0,0.0,0.0,586.730590642703,2
0.234,0.0,0.0,0.0,542.106645661079,2
0.237,0.0,0.0,0.0,498.653002212068,2
0.24,0.0,0.0,0.0,456.544195054309,2
0.243,0.0,0.0,0.0,415.936544914037,2
0.246,0.0,0.0,0.0,376.969335313858,2
0.249,0.0,0.0,0.0,339.76765900237,2
0.252,0.0,0.0,0.0,304.447322105544,2
0.255,0.0,0.0,0.0,271.122324470158,2
0.258,0.0,0.0,0.0,239.915640430738,2
0.261,0.0,0.0,0.0,210.97435477663,2
0.264,0.0,0.0,0.0,184.490745553298,2
0.267,0.0,0.0,0.0,160.731791189929,2
0.27,0.0,0.0,0.0,140.081055665986,2
0.273,0.0,0.0,0.0,123.099486437788,2
0.276,0.0,0.0,0.0,110.615960468509,2
0.279,0.0,0.0,0.0,103.867514360983,2
0.282,0.0,0.0,0.0,104.719123296233,2
0.285,0.0,0.0,0.0,116.048079004609,2
0.288,0.0,0.0,0.0,142.285143654038,2
0.291,0.0,0.0,0.0,190.954855666172,2
0.294,0.0,0.0,0.0,272.030735714967,2
0.297,0.0,0.0,0.0,413.350830631596,2
0.3,0.0,0.0,0.0,604.651520835547,4
