x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-2436.93834013985,3
0.003,0.0,0.0,0.0,-1011.11930035718,2
0.006,0.0,0.0,0.0,-260.946832231034,2
0.009,0.0,0.0,0.0,71.0152675470439,2
0.012,0.0,0.0,0.0,266.5333285345,2
0.015,0.0,0.0,0.0,385.837172339771,2
0.018,0.0,0.0,0.0,466.378394150518,2
0.021,0.0,0.0,0.0,523.999813549872,2
0.024,0.0,0.0,0.0,567.423679485023,2
0.027,0.0,0.0,0.0,601.442272749475,2
0.03,0.0,0.0,0.0,628.924837775314,2
0.033,0.0,0.0,0.0,651.66651288277,2
0.036,0.0,0.0,0.0,670.844590309812,2
0.039,0.0,0.0,0.0,687.260197613886,2
0.042,0.0,0.0,0.0,701.476371838372,2
0.045,0.0,0.0,0.0,713.89980857963,2
0.048,0.0,0.0,0.0,724.831348580184,2
0.051,0.0,0.0,0.0,734.498214625459,2
0.054,0.0,0.0,0.0,743.075225901823,2
0.057,0.0,0.0,0.0,750.699124065485,2
0.06,0.0,0.0,0.0,757.478467250408,2
0.063,0.0,0.0,0.0,763.500596068331,2
0.066,0.0,0.0,0.0,768.836619158187,2
0.069,0.0,0.0,0.0,773.545030468332,2
0.072,0.0,0.0,0.0,777.674362926839,2
0.075,0.0,0.0,0.0,781.265151572868,2
0.078,0.0,0.0,0.0,784.351393949324,2
0.081,0.0,0.0,0.0,786.961639193169,2
0.084,0.0,0.0,0.0,789.119799340262,2
0.087,0.0,0.0,0.0,790.845750450499,2
0.09,0.0,0.0,0.0,792.155773216666,2
0.093,0.0,0.0,0.0,793.062870164062,2
0.096,0.0,0.0,0.0,793.576987697776,2
0.099,0.0,0.0,0.0,793.705165000834,2
0.102,0.0,0.0,0.0,793.451627384881,2
0.105,0.0,0.0,0.0,792.81783863849,2
0.108,0.0,0.0,0.0,791.80252485453,2
0.111,0.0,0.0,0.0,790.401680896891,2
0.114,0.0,0.0,0.0,788.608569903041,2
0.117,0.0,0.0,0.0,786.413725868337,2
0.12,0.0,0.0,0.0,783.804969299139,2
0.123,0.0,0.0,0.0,780.767446043687,2
0.126,0.0,0.0,0.0,777.283699601682,2
0.129,0.0,0.0,0.0,773.333787359126,2
0.132,0.0,0.0,0.0,768.895451167618,2
0.135,0.0,0.0,0.0,763.944352348949,2
0.138,0.0,0.0,0.0,758.45438040983,2
0.141,0.0,0.0,0.0,752.398043348541,2
0.144,0.0,0.0,0.0,745.74694528497,2
0.147,0.0,0.0,0.0,738.47235413309,2
0.15,0.0,0.0,0.0,730.54585809294,2
0.153,0.0,0.0,0.0,721.940104873173,2
0.156,0.0,0.0,0.0,712.629611870978,2
0.159,0.0,0.0,0.0,702.591629264653,2
0.162,0.0,0.0,0.0,691.807031488161,2
0.165,0.0,0.0,0.0,680.261206373552,2
0.168,0.0,0.0,0.0,667.944906007501,2
0.171,0.0,0.0,0.0,654.855019771201,2
0.174,0.0,0.0,0.0,640.995228838307,2
0.177,0.0,0.0,0.0,626.376503211648,2
0.18,0.0,0.0,0.0,611.017407584455,2
0.183,0.0,0.0,0.0,594.944190978796,2
0.186,0.0,0.0,0.0,578.190646881742,2
0.189,0.0,0.0,0.0,560.797744647432,2
0.192,0.0,0.0,0.0,542.813048017629,2
0.195,0.0,0.0,0.0,524.289951191194,2
0.198,0.0,0.0,0.0,505.286775298042,2
0.201,0.0,0.0,0.0,485.865776903187,2
0.204,0.0,0.0,0.0,466.092124175597,2
0.207,0.0,0.0,0.0,446.032895104721,2
0.21,0.0,0.0,0.0,425.756145862247,2
0.213,0.0,0.0,0.0,405.330087048871,2
0.216,0.0,0.0,0.0,384.822392717012,2
0.219,0.0,0.0,0.0,364.299653711487,2
0.222,0.0,0.0,0.0,343.826975153035,2
0.225,0.0,0.0,0.0,323.467709801356,2
0.228,0.0,0.0,0.0,303.283316201893,2
0.231,0.0,0.0,0.0,283.333334047662,2
0.234,0.0,0.0,0.0,263.675479610209,2
0.237,0.0,0.0,0.0,244.365881463082,2
0.24,0.0,0.0,0.0,225.459500818237,2
0.243,0.0,0.0,0.0,207.010811486973,2
0.246,0.0,0.0,0.0,189.074852220182,2
0.249,0.0,0.0,0.0,171.708810718206,2
0.252,0.0,0.0,0.0,154.974357911897,2
0.255,0.0,0.0,0.0,138.941030852765,2
0.258,0.0,0.0,0.0,123.691076291257,2
0.261,0.0,0.0,0.0,109.326338254199,2
0.264,0.0,0.0,0.0,95.9780419279151,2
0.267,0.0,0.0,0.0,83.8207648823959,2
0.27,0.0,0.0,0.0,73.092617936573,2
0.273,0.0,0.0,0.0,64.1249442544811,2
0.276,0.0,0.0,0.0,57.3870009772843,2
0.279,0.0,0.0,0.0,53.5556850160303,2
0.282,0.0,0.0,0.0,53.625387087316,2
0.285,0.0,0.0,0.0,59.101155889993,2
0.288,0.0,0.0,0.0,72.2710853119447,2
0.291,0.0,0.0,0.0,96.9871073609266,2
0.294,0.0,0.0,0.0,138.331962332185,2
0.297,0.0,0.0,0.0,210.467700343631,2
0.3,0.0,0.0,0.0,307.995856850656,4
0.0,0.002,3.0,5.0,-1251.90721290797,3
0.003,0.002,0.413603060269914,0.150259100509999,-697.043658995644,1
