x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-2184.17017032446,3
0.003,0.0,0.0,0.0,-619.063054940886,2
0.006,0.0,0.0,0.0,82.2651709856677,2
0.009,0.0,0.0,0.0,365.45837005871,2
0.012,0.0,0.0,0.0,534.794423540476,2
0.015,0.0,0.0,0.0,637.870554784956,2
0.018,0.0,0.0,0.0,708.419062908589,2
0.021,0.0,0.0,0.0,759.545132633187,2
0.024,0.0,0.0,0.0,798.628082485138,2
0.027,0.0,0.0,0.0,829.673622681092,2
0.03,0.0,0.0,0.0,855.089756351613,2
0.033,0.0,0.0,0.0,876.383209969145,2
0.036,0.0,0.0,0.0,894.543612156415,2
0.039,0.0,0.0,0.0,910.24484089481,2
0.042,0.0,0.0,0.0,923.96065068609,2
0.045,0.0,0.0,0.0,936.033199039715,2
0.048,0.0,0.0,0.0,946.715488881609,2
0.051,0.0,0.0,0.0,956.198530550292,2
0.054,0.0,0.0,0.0,964.629254247498,2
0.057,0.0,0.0,0.0,972.122625259675,2
0.06,0.0,0.0,0.0,978.770018661039,2
0.063,0.0,0.0,0.0,984.645115792643,2
0.066,0.0,0.0,0.0,989.808119734433,2
0.069,0.0,0.0,0.0,994.308806034729,2
0.072,0.0,0.0,0.0,998.18875072264,2
0.075,0.0,0.0,0.0,1001.48296690487,2
0.078,0.0,0.0,0.0,1004.22110933547,2
0.081,0.0,0.0,0.0,1006.42835871047,2
0.084,0.0,0.0,0.0,1008.12606532026,2
0.087,0.0,0.0,0.0,1009.33220969463,2
0.09,0.0,0.0,0.0,1010.06172260543,2
0.093,0.0,0.0,0.0,1010.32669607731,2
0.096,0.0,0.0,0.0,1010.13650948424,2
0.099,0.0,0.0,0.0,1009.49788944497,2
0.102,0.0,0.0,0.0,1008.41491844786,2
0.105,0.0,0.0,0.0,1006.8890045121,2
0.108,0.0,0.0,0.0,1004.91882243509,2
0.111,0.0,0.0,0.0,1002.50023608195,2
0.114,0.0,0.0,0.0,999.626210595772,2
0.117,0.0,0.0,0.0,996.28672323652,2
0.12,0.0,0.0,0.0,992.468681706302,2
0.123,0.0,0.0,0.0,988.155859210935,2
0.126,0.0,0.0,0.0,983.328856070776,2
0.129,0.0,0.0,0.0,977.965098349157,2
0.132,0.0,0.0,0.0,972.038884628766,2
0.135,0.0,0.0,0.0,965.521492635686,2
0.138,0.0,0.0,0.0,958.381357773566,2
0.141,0.0,0.0,0.0,950.584335657218,2
0.144,0.0,0.0,0.0,942.09406028377,2
0.147,0.0,0.0,0.0,932.872408400922,2
0.15,0.0,0.0,0.0,922.880078778288,2
0.153,0.0,0.0,0.0,912.077292326865,2
0.156,0.0,0.0,0.0,900.42461524364,2
0.159,0.0,0.0,0.0,887.883902536832,2
0.162,0.0,0.0,0.0,874.419353442155,2
0.165,0.0,0.0,0.0,859.998663500148,2
0.168,0.0,0.0,0.0,844.59425067436,2
0.171,0.0,0.0,0.0,828.184525222187,2
0.174,0.0,0.0,0.0,810.755165580735,2
0.177,0.0,0.0,0.0,792.300355899843,2
0.18,0.0,0.0,0.0,772.823935708506,2
0.183,0.0,0.0,0.0,752.340409210281,2
0.186,0.0,0.0,0.0,730.875761469726,2
0.189,0.0,0.0,0.0,708.468031726542,2
0.192,0.0,0.0,0.0,685.167600479718,2
0.195,0.0,0.0,0.0,661.037156757609,2
0.198,0.0,0.0,0.0,636.151324756471,2
0.201,0.0,0.0,0.0,610.595944120336,2
0.204,0.0,0.0,0.0,584.467014647073,2
0.207,0.0,0.0,0.0,557.869333104405,2
0.21,0.0,0.0,0.0,530.914866081302,2
0.213,0.0,0.0,0.0,503.720917455579,2
0.216,0.0,0.0,0.0,476.40816141978,2
0.219,0.0,0.0,0.0,449.098621658347,2
0.222,0.0,0.0,0.0,421.913684115787,2
0.225,0.0,0.0,0.0,394.97223506365,2
0.228,0.0,0.0,0.0,368.389018388388,2
