x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-1211.51356153148,3
0.003,0.0,0.0,0.0,110.6764448394,2
0.006,0.0,0.0,0.0,718.089543394401,2
0.009,0.0,0.0,0.0,967.414908380368,2
0.012,0.0,0.0,0.0,1116.03034692298,2
0.015,0.0,0.0,0.0,1206.50326215615,2
0.018,0.0,0.0,0.0,1268.25411536593,2
0.021,0.0,0.0,0.0,1312.89336187086,2
0.024,0.0,0.0,0.0,1346.92919862979,2
0.027,0.0,0.0,0.0,1373.90150043994,2
0.03,0.0,0.0,0.0,1395.93597986817,2
0.033,0.0,0.0,0.0,1414.36233609199,2
0.036,0.0,0.0,0.0,1430.05350832298,2
0.039,0.0,0.0,0.0,1443.60380362881,2
0.042,0.0,0.0,0.0,1455.43106550111,2
0.045,0.0,0.0,0.0,1465.83719472826,2
0.048,0.0,0.0,0.0,1475.04559929197,2
0.051,0.0,0.0,0.0,1483.22513995465,2
0.054,0.0,0.0,0.0,1490.50590603378,2
0.057,0.0,0.0,0.0,1496.98987415525,2
0.06,0.0,0.0,0.0,1502.75826734728,2
0.063,0.0,0.0,0.0,1507.87672905196,2
0.066,0.0,0.0,0.0,1512.39901533551,2
0.069,0.0,0.0,0.0,1516.36966021191,2
0.072,0.0,0.0,0.0,1519.82591500037,2
0.075,0.0,0.0,0.0,1522.79916477648,2
0.078,0.0,0.0,0.0,1525.31596139426,2
0.081,0.0,0.0,0.0,1527.39877039376,2
0.084,0.0,0.0,0.0,1529.066500626,2
0.087,0.0,0.0,0.0,1530.33486585279,2
0.09,0.0,0.0,0.0,1531.21661391924,2
0.093,0.0,0.0,0.0,1531.72164943404,2
0.096,0.0,0.0,0.0,1531.85706898372,2
0.099,0.0,0.0,0.0,1531.62712293478,2
0.102,0.0,0.0,0.0,1531.03311429992,2
0.105,0.0,0.0,0.0,1530.07324260366,2
0.108,0.0,0.0,0.0,1528.74239894297,2
0.111,0.0,0.0,0.0,1527.03191734992,2
0.114,0.0,0.0,0.0,1524.92928703622,2
0.117,0.0,0.0,0.0,1522.41783008964,2
0.12,0.0,0.0,0.0,1519.47634968556,2
0.123,0.0,0.0,0.0,1516.07875488634,2
0.126,0.0,0.0,0.0,1512.19366965385,2
0.129,0.0,0.0,0.0,1507.7840358349,2
0.132,0.0,0.0,0.0,1502.80672263153,2
0.135,0.0,0.0,0.0,1497.21215846641,2
0.138,0.0,0.0,0.0,1490.944005196,2
0.141,0.0,0.0,0.0,1483.93889926784,2
0.144,0.0,0.0,0.0,1476.12628954629,2
0.147,0.0,0.0,0.0,1467.42840693182,2
0.15,0.0,0.0,0.0,1457.76040622694,2
0.153,0.0,0.0,0.0,1447.03072545161,2
0.156,0.0,0.0,0.0,1435.14171128707,2
0.159,0.0,0.0,0.0,1421.99056063398,2
0.162,0.0,0.0,0.0,1407.47062633251,2
0.165,0.0,0.0,0.0,1391.47312870437,2
0.168,0.0,0.0,0.0,1373.88930253033,2
0.171,0.0,0.0,0.0,1354.61299033923,2
0.174,0.0,0.0,0.0,1333.54366686055,2
0.177,0.0,0.0,0.0,1310.58984634239,2
0.18,0.0,0.0,0.0,1285.67278540718,2
0.183,0.0,0.0,0.0,1258.73035182321,2
0.186,0.0,0.0,0.0,1229.72088811446,2
0.189,0.0,0.0,0.0,1198.62686375415,2
0.192,0.0,0.0,0.0,1165.45808703976,2
0.195,0.0,0.0,0.0,1130.25424374433,2
0.198,0.0,0.0,0.0,1093.08654897491,2
0.201,0.0,0.0,0.0,1054.05834320036,2
0.204,0.0,0.0,0.0,1013.30453098295,2
0.207,0.0,0.0,0.0,970.989844903444,2
0.21,0.0,0.0,0.0,927.306006905031,2
0.213,0.0,0.0,0.0,882.467942005786,2
0.216,0.0,0.0,0.0,836.709262766764,2
0.219,0.0,0.0,0.0,790.27727830688,2
0.222,0.0,0.0,0.0,743.427786241218,2
0.225,0.0,0.0,0.0,696.419883872803,2
0.228,0.0,0.0,0.0,649.51099657802,2
0.231,0.0,0.0,0.0,602.952280396836,2
0.234,0.0,0.0,0.0,556.984526142379,2
0.237,0.0,0.0,0.0,511.83468424432,2
