x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-1242.86009795882,3
0.003,0.0,0.0,0.0,807.4089232988,2
0.006,0.0,0.0,0.0,1697.96902924112,2
0.009,0.0,0.0,0.0,2049.87086329084,2
0.012,0.0,0.0,0.0,2261.61945793264,2
0.015,0.0,0.0,0.0,2390.90632830446,2
0.018,0.0,0.0,0.0,2480.10234782911,2
0.021,0.0,0.0,0.0,2545.29901627046,2
0.024,0.0,0.0,0.0,2595.60981577,2
0.027,0.0,0.0,0.0,2635.96276492555,2
0.03,0.0,0.0,0.0,2669.32124353722,2
0.033,0.0,0.0,0.0,2697.53742770194,2
0.036,0.0,0.0,0.0,2721.82635342616,2
0.039,0.0,0.0,0.0,2743.01357756459,2
0.042,0.0,0.0,0.0,2761.6775399218,2
0.045,0.0,0.0,0.0,2778.23390583875,2
0.048,0.0,0.0,0.0,2792.98780283956,2
0.051,0.0,0.0,0.0,2806.16723439043,2
0.054,0.0,0.0,0.0,2817.94509433565,2
0.057,0.0,0.0,0.0,2828.45403097544,2
0.06,0.0,0.0,0.0,2837.79669284791,2
0.063,0.0,0.0,0.0,2846.0529103071,2
0.066,0.0,0.0,0.0,2853.28479434734,2
0.069,0.0,0.0,0.0,2859.54038810821,2
0.072,0.0,0.0,0.0,2864.8562919088,2
0.075,0.0,0.0,0.0,2869.25954634516,2
0.078,0.0,0.0,0.0,2872.76896953614,2
0.081,0.0,0.0,0.0,2875.39608613,2
0.084,0.0,0.0,0.0,2877.1457464085,2
0.087,0.0,0.0,0.0,2878.01650711184,2
0.09,0.0,0.0,0.0,2878.00082729327,2
0.093,0.0,0.0,0.0,2877.08511993883,2
0.096,0.0,0.0,0.0,2875.24969153703,2
0.099,0.0,0.0,0.0,2872.46859612825,2
0.102,0.0,0.0,0.0,2868.7094268592,2
0.105,0.0,0.0,0.0,2863.93306621414,2
0.108,0.0,0.0,0.0,2858.09341555007,2
0.111,0.0,0.0,0.0,2851.13712508516,2
0.114,0.0,0.0,0.0,2843.0033468895,2
0.117,0.0,0.0,0.0,2833.62353553996,2
0.12,0.0,0.0,0.0,2822.92132375458,2
0.123,0.0,0.0,0.0,2810.8125033162,2
0.126,0.0,0.0,0.0,2797.2051446767,2
0.129,0.0,0.0,0.0,2781.99989147816,2
