x,y,ux,uy,p,boundary
0.0,0.0,0.0,0.0,-4080.70526935082,3
0.003,0.0,0.0,0.0,-2204.7997127884,2
0.006,0.0,0.0,0.0,-1076.25807973691,2
0.009,0.0,0.0,0.0,-545.812757102117,2
0.012,0.0,0.0,0.0,-236.23098028529,2
0.015,0.0,0.0,0.0,-46.9940127147403,2
0.018,0.0,0.0,0.0,79.6862738366027,2
0.021,0.0,0.0,0.0,169.589977909221,2
0.024,0.0,0.0,0.0,236.725429010568,2
0.027,0.0,0.0,0.0,288.847167602945,2
0.03,0.0,0.0,0.0,330.588278642895,2
0.033,0.0,0.0,0.0,364.848100875686,2
0.036,0.0,0.0,0.0,393.526855150758,2
0.039,0.0,0.0,0.0,417.917320577459,2
0.042,0.0,0.0,0.0,438.927979554401,2
0.045,0.0,0.0,0.0,457.215104238246,2
0.048,0.0,0.0,0.0,473.264228630042,2
0.051,0.0,0.0,0.0,487.442131397541,2
0.054,0.0,0.0,0.0,500.03102851028,2
0.057,0.0,0.0,0.0,511.251666335461,2
0.06,0.0,0.0,0.0,521.279284478298,2
0.063,0.0,0.0,0.0,530.254876125473,2
0.066,0.0,0.0,0.0,538.293273488104,2
0.069,0.0,0.0,0.0,545.489044136562,2
0.072,0.0,0.0,0.0,551.920849120998,2
0.075,0.0,0.0,0.0,557.654701645056,2
0.078,0.0,0.0,0.0,562.746427695123,2
0.081,0.0,0.0,0.0,567.243539264877,2
0.084,0.0,0.0,0.0,571.186669734043,2
0.087,0.0,0.0,0.0,574.610679161567,2
0.09,0.0,0.0,0.0,577.545508212019,2
0.093,0.0,0.0,0.0,580.016838978046,2
0.096,0.0,0.0,0.0,582.046606376752,2
0.099,0.0,0.0,0.0,583.653393289652,2
0.102,0.0,0.0,0.0,584.852734980297,2
0.105,0.0,0.0,0.0,585.657352741998,2
0.108,0.0,0.0,0.0,586.077332635881,2
0.111,0.0,0.0,0.0,586.120262182882,2
0.114,0.0,0.0,0.0,585.791335693373,2
0.117,0.0,0.0,0.0,585.093437354223,2
0.12,0.0,0.0,0.0,584.027210097792,2
0.123,0.0,0.0,0.0,582.591117538595,2
0.126,0.0,0.0,0.0,580.781505792688,2
0.129,0.0,0.0,0.0,578.592671717758,2
0.132,0.0,0.0,0.0,576.016943961679,2
0.135,0.0,0.0,0.0,573.044783119934,2
0.138,0.0,0.0,0.0,569.664907212602,2
0.141,0.0,0.0,0.0,565.864448531769,2
0.144,0.0,0.0,0.0,561.629147608064,2
0.147,0.0,0.0,0.0,556.943589525674,2
0.15,0.0,0.0,0.0,551.791487003176,2
0.153,0.0,0.0,0.0,546.156013481897,2
0.156,0.0,0.0,0.0,540.020187864943,2
0.159,0.0,0.0,0.0,533.367310490122,2
0.162,0.0,0.0,0.0,526.181447392709,2
0.165,0.0,0.0,0.0,518.447956957408,2
0.168,0.0,0.0,0.0,510.154049767065,2
0.171,0.0,0.0,0.0,501.289368986602,2
0.174,0.0,0.0,0.0,491.846575199729,2
0.177,0.0,0.0,0.0,481.821916529992,2
0.18,0.0,0.0,0.0,471.21576245859,2
0.183,0.0,0.0,0.0,460.033078347169,2
0.186,0.0,0.0,0.0,448.283817608098,2
0.189,0.0,0.0,0.0,435.983209987641,2
0.192,0.0,0.0,0.0,423.151927664783,2
0.195,0.0,0.0,0.0,409.816115777833,2
0.198,0.0,0.0,0.0,396.007280336432,2
0.201,0.0,0.0,0.0,381.762033830358,2
0.204,0.0,0.0,0.0,367.121706625864,2
0.207,0.0,0.0,0.0,352.131839778285,2
0.21,0.0,0.0,0.0,336.841581533697,2
0.213,0.0,0.0,0.0,321.30301501398,2
0.216,0.0,0.0,0.0,305.570448075602,2
0.219,0.0,0.0,0.0,289.699698096526,2
0.222,0.0,0.0,0.0,273.747404794101,2
0.225,0.0,0.0,0.0,257.770403721675,2
0.228,0.0,0.0,0.0,241.825192669983,2
0.231,0.0,0.0,0.0,225.967523775432,2
0.234,0.0,0.0,0.0,210.252156711295,2
0.237,0.0,0.0,0.0,194.732813890379,2
0.24,0.0,0.0,0.0,179.462388119197,2
0.243,0.0,0.0,0.0,164.493467716886,2
0.246,0.0,0.0,0.0,149.879265231583,2
0.249,0.0,0.0,0.0,135.675065861187,2
0.252,0.0,0.0,0.0,121.940354349247,2
0.255,0.0,0.0,0.0,108.741840967075,2
0.258,0.0,0.0,0.0,96.1576992076966,2
0.261,0.0,0.0,0.0,84.2834688031716,2
0.264,0.0,0.0,0.0,73.2402999068014,2
0.267,0.0,0.0,0.0,63.1865756942415,2
0.27,0.0,0.0,0.0,54.3345503794804,2
0.273,0.0,0.0,0.0,46.9746899233067,2
0.276,0.0,0.0,0.0,41.5121563885068,2
0.279,0.0,0.0,0.0,38.5236021442226,2
0.282,0.0,0.0,0.0,38.8464727344387,2
0.285,0.0,0.0,0.0,43.7356443634136,2
0.288,0.0,0.0,0.0,55.0831972380011,2
0.291,0.0,0.0,0.0,76.0462534058754,2
0.294,0.0,0.0,0.0,110.753183757324,2
0.297,0.0,0.0,0.0,170.572514409536,2
0.3,0.0,0.0,0.0,250.476334372435,4
0.0,0.002,2.0,6.0,-2684.59150437684,3
0.003,0.002,-0.415213966710565,0.0604668679679385,-1839.39419187701,1
0.006,0.002,-0.622125263024898,0.0085340720558475,-1014.97554782766,1
0.009,0.002,-0.586107943970073,-0.0719123654517852,-522.739270727188,1
0.012,0.002,-0.511197773121674,-0.0565181443012122,-233.948353833654,1
0.015,0.002,-0.441237939636811,-0.0442926116199414,-48.9418299226561,1
0.018,0.002,-0.383724093270119,-0.0335733853654629,76.2495585635065,1
0.021,0.002,-0.337297117830335,-0.0260634089530465,166.035885785649,1
0.024,0.002,-0.299511668201544,-0.020743457135306,233.379174800393,1
0.027,0.002,-0.268195982159881,-0.0169669350615976,285.797810565261,1
0.03,0.002,-0.241705855940648,-0.0142354464317833,327.824044225144,1
0.033,0.002,-0.218839403812336,-0.0122239641411254,362.33212296069,1
0.036,0.002,-0.198724461527882,-0.0107159826862989,391.218314833132,1
0.039,0.002,-0.180724150089354,-0.0095669343171141,415.77936986511,1
0.042,0.002,-0.16436855540321,-0.0086783647734765,436.929540974293,1
0.045,0.002,-0.149306872154626,-0.0079819760152594,455.330752674614,1
0.048,0.002,-0.135274178303545,-0.0074294852408194,471.473437007134,1
0.051,0.002,-0.122068226043161,-0.0069861679355292,485.728414824129,1
0.054,0.002,-0.109533048929906,-0.006626665773846,498.38116053606,1
0.057,0.002,-0.0975472250442943,-0.0063322160618869,509.655016029017,1
0.06,0.002,-0.0860153539352732,-0.0060887847669287,519.727274290354,1
0.063,0.002,-0.0748617805213711,-0.0058857846703232,528.740545190255,1
0.066,0.002,-0.0640259122102302,-0.0057151791694285,536.810927982309,1
0.069,0.002,-0.0534586820523066,-0.0055708447914537,544.033977791137,1
0.072,0.002,-0.0431198481765475,-0.0054481102001157,550.489119714898,1
0.075,0.002,-0.0329759121900942,-0.0053434175274392,556.242952093175,1
0.078,0.002,-0.0229985021573538,-0.0052540697464358,561.351742765389,1
0.081,0.002,-0.0131631091685981,-0.0051780393901617,565.863330937532,1
0.084,0.002,-0.0034480968172834,-0.0051138215520736,569.818585782865,1
0.087,0.002,0.0061660756523484,-0.0050603192004817,573.252530760386,1
0.09,0.002,0.0156974604014689,-0.0050167522946394,576.195213320593,1
0.093,0.002,0.0251630909807364,-0.0049825845628548,578.672378999986,1
0.096,0.002,0.0345793397717967,-0.0049574634540716,580.705994157925,1
0.099,0.002,0.0439621813180462,-0.0049411699382868,582.314650976263,1
0.102,0.002,0.0533273753851542,-0.0049335756632288,583.513880610417,1
0.105,0.002,0.0626905800986879,-0.0049346055792869,584.316394723843,1
0.108,0.002,0.072067402828724,-0.0049442045930874,584.732271485805,1
0.111,0.002,0.0814733944351327,-0.004962307151979,584.769099066479,1
