x,y,ux,uy,p
0,0,0,0,3430.84243333495
0.003,0,0,0,3992.97383892955
0.006,0,0,0,3791.21868628428
0.009,0,0,0,3592.29027383119
0.012,0,0,0,3485.09722852124
0.015,0,0,0,3418.55800255535
0.018,0,0,0,3377.4969877046
0.021,0,0,0,3350.77525228689
0.024,0,0,0,3332.90524869897
0.027,0,0,0,3320.66407019534
0.03,0,0,0,3312.15435760577
0.033,0,0,0,3306.18528421786
0.036,0,0,0,3301.9790585239
0.039,0,0,0,3299.00635162553
0.042,0,0,0,3296.89439999764
0.045,0,0,0,3295.37266531828
0.048,0,0,0,3294.23961416176
0.051,0,0,0,3293.34163269866
0.054,0,0,0,3292.55920160802
0.057,0,0,0,3291.79754683935
0.06,0,0,0,3290.98013098246
0.063,0,0,0,3290.04399284529
0.066,0,0,0,3288.93631591376
0.069,0,0,0,3287.61182882285
0.072,0,0,0,3286.03077729056
0.075,0,0,0,3284.15729256719
0.078,0,0,0,3281.95803643979
0.081,0,0,0,3279.40103891081
0.084,0,0,0,3276.4546688309
0.087,0,0,0,3273.08669428685
0.09,0,0,0,3269.26340110571
0.093,0,0,0,3264.94874615824
0.096,0,0,0,3260.10352836357
0.099,0,0,0,3254.68456518572
0.102,0,0,0,3248.64386651561
0.105,0,0,0,3241.92780155017
0.108,0,0,0,3234.47625792149
0.111,0,0,0,3226.22179614148
0.114,0,0,0,3217.08880661715
0.117,0,0,0,3206.99268122944
0.12,0,0,0,3195.8390168932
0.123,0,0,0,3183.5228747223
0.126,0,0,0,3169.92812545299
0.129,0,0,0,3154.9269195899
0.132,0,0,0,3138.37932918594
0.135,0,0,0,3120.13321695454
0.138,0,0,0,3100.02439706165
0.141,0,0,0,3077.87715974613
0.144,0,0,0,3053.50523790274
0.147,0,0,0,3026.71329668216
0.15,0,0,0,2997.29902550974
0.153,0,0,0,2965.05590399351
0.156,0,0,0,2929.77669721948
0.159,0,0,0,2891.2577103168
0.162,0,0,0,2849.30379579041
0.165,0,0,0,2803.73405970781
0.168,0,0,0,2754.38815544142
0.171,0,0,0,2701.13298907785
0.174,0,0,0,2643.86959357656
0.177,0,0,0,2582.53986605473
0.18,0,0,0,2517.1328125605
0.183,0,0,0,2447.68991643979
0.186,0,0,0,2374.30924827695
0.189,0,0,0,2297.14797332234
0.192,0,0,0,2216.42298799868
0.195,0,0,0,2132.40952658299
0.198,0,0,0,2045.43771252676
0.201,0,0,0,1955.88717097589
0.204,0,0,0,1864.1799518996
0.207,0,0,0,1770.77211939586
0.21,0,0,0,1676.14442905912
0.213,0,0,0,1580.79253598782
0.216,0,0,0,1485.21715411129
0.219,0,0,0,1389.91453418725
0.222,0,0,0,1295.36755958165
0.225,0,0,0,1202.03769360024
0.228,0,0,0,1110.35796461095
0.231,0,0,0,1020.72715443374
0.234,0,0,0,933.505363416405
0.237,0,0,0,849.011158386282
0.24,0,0,0,767.520560660739
0.243,0,0,0,689.268195272451
0.246,0,0,0,614.450999795319
0.249,0,0,0,543.234991001787
0.252,0,0,0,475.765731439981
0.255,0,0,0,412.18336256561
0.258,0,0,0,352.643433653068
0.261,0,0,0,297.345345492975
0.264,0,0,0,246.571187212039
0.267,0,0,0,200.739316685284
0.27,0,0,0,160.479628220743
0.273,0,0,0,126.741910507313
0.276,0,0,0,100.956065819132
0.279,0,0,0,85.2779839909243
0.282,0,0,0,82.9717763913863
0.285,0,0,0,99.063078945404
0.288,0,0,0,141.257966640022
0.291,0,0,0,222.348520882971
0.294,0,0,0,359.157834101552
0.297,0,0,0,593.694348807924
0.3,0,0,0,896.935152957403
0,0.002,8,4,4462.30015514322
0.003,0.002,3.52465298154598,0.537762721907051,4284.53476468465
0.006,0.002,2.55521139581078,0.439870079810066,3868.55491612909
0.009,0.002,1.97869009704715,0.254706305901981,3658.17545939569
0.012,0.002,1.60348080603914,0.174453609948849,3527.05158514696
0.015,0.002,1.34156772354075,0.122134744939909,3449.81658445399
0.018,0.002,1.15093545496417,0.0895404032391083,3400.79461943482
