x,y,ux,uy,p
0,0,0,0,-2771.92347306611
0.003,0,0,0,-1103.35022840926
0.006,0,0,0,-259.573986069252
0.009,0,0,0,106.135639221163
0.012,0,0,0,322.310279875658
0.015,0,0,0,454.201152859822
0.018,0,0,0,543.559712573598
0.021,0,0,0,607.716261265054
0.024,0,0,0,656.258486585344
0.027,0,0,0,694.440042521833
0.03,0,0,0,725.408880781503
0.033,0,0,0,751.134266317285
0.036,0,0,0,772.907818134594
0.039,0,0,0,791.608300832549
0.042,0,0,0,807.853071733144
0.045,0,0,0,822.087766993917
0.048,0,0,0,834.641724784097
0.051,0,0,0,845.763392160409
0.054,0,0,0,855.643636838498
0.057,0,0,0,864.431495837947
0.06,0,0,0,872.245055145868
0.063,0,0,0,879.179110982222
0.066,0,0,0,885.310653131801
0.069,0,0,0,890.702842940006
0.072,0,0,0,895.407930837149
0.075,0,0,0,899.469413804437
0.078,0,0,0,902.923639547098
0.081,0,0,0,905.801002218851
0.084,0,0,0,908.126832868123
0.087,0,0,0,909.922059286636
0.09,0,0,0,911.203690199125
0.093,0,0,0,911.985164900611
0.096,0,0,0,912.276599677366
0.099,0,0,0,912.084955417478
0.102,0,0,0,911.414145906017
0.105,0,0,0,910.265102848195
0.108,0,0,0,908.635811282529
0.111,0,0,0,906.521327458432
0.114,0,0,0,903.913790255883
0.117,0,0,0,900.802436663234
0.12,0,0,0,897.173631575727
0.123,0,0,0,893.010922120568
0.126,0,0,0,888.295126749359
0.129,0,0,0,883.004469360141
0.132,0,0,0,877.114768610118
0.135,0,0,0,870.599692241539
0.138,0,0,0,863.431085548177
0.141,0,0,0,855.579381939057
0.144,0,0,0,847.014101796995
0.147,0,0,0,837.704443387345
0.15,0,0,0,827.619966383361
0.153,0,0,0,816.73136462246
0.156,0,0,0,805.01132004064
0.159,0,0,0,792.435424478854
0.162,0,0,0,778.98315043643
0.165,0,0,0,764.638846179662
0.168,0,0,0,749.392725305085
0.171,0,0,0,733.241816380266
0.174,0,0,0,716.190835143296
0.177,0,0,0,698.252940415517
0.18,0,0,0,679.450335763439
0.183,0,0,0,659.81468227595
0.186,0,0,0,639.387293632938
0.189,0,0,0,618.219092717042
0.192,0,0,0,596.370318899444
0.195,0,0,0,573.90998614057
0.198,0,0,0,550.915103380943
0.201,0,0,0,527.469679523205
0.204,0,0,0,503.663544883612
0.207,0,0,0,479.591028782013
0.21,0,0,0,455.349538682371
0.213,0,0,0,431.038090032438
0.216,0,0,0,406.755837995359
0.219,0,0,0,382.600663130297
0.222,0,0,0,358.667863377109
0.225,0,0,0,335.049005054395
0.228,0,0,0,311.830986565742
0.231,0,0,0,289.095370652967
0.234,0,0,0,266.918044883781
0.237,0,0,0,245.369276315496
0.24,0,0,0,224.514235989932
0.243,0,0,0,204.414083759138
0.246,0,0,0,185.127726560251
0.249,0,0,0,166.714397774663
0.252,0,0,0,149.23725812673
0.255,0,0,0,132.76829974509
0.258,0,0,0,117.394960593396
0.261,0,0,0,103.22905298724
0.264,0,0,0,90.4189220416622
0.267,0,0,0,79.1662574851857
0.27,0,0,0,69.7498209858534
0.273,0,0,0,62.5598158408857
0.276,0,0,0,58.1490491352772
0.279,0,0,0,57.312249679337
0.282,0,0,0,61.2102022611192
0.285,0,0,0,71.5882858948275
0.288,0,0,0,91.0774389311158
0.291,0,0,0,124.0956472424
0.294,0,0,0,176.343176429148
0.297,0,0,0,264.4446508823
0.3,0,0,0,382.756239645718
0,0.002,4,6,-1345.48385915464
0.003,0.002,0.723693096639282,0.210473857965572,-723.388208314141
0.006,0.002,0.266267303931465,0.138998116326318,-187.147080243209
0.009,0.002,0.12173312258146,0.018985423429571,144.432751207287
0.012,0.002,0.0688680439160667,0.00718669751136799,336.77474171839
0.015,0.002,0.0460954297225932,0.00126755699712147,462.057203337352
0.018,0.002,0.0347605275699824,7.20497901469831e-05,547.832010037417
0.021,0.002,0.0287403844108406,-0.000481394513514966,610.288622159492
0.024,0.002,0.0256263243513026,-0.000789405207908421,657.836186442468
0.027,0.002,0.0243923819892043,-0.00107017450731005,695.399764577292
0.03,0.002,0.0245337272779409,-0.00135070232216443,725.947257822911
0.033,0.002,0.0257709623922551,-0.0016345626523969,751.36675073796
0.036,0.002,0.0279291983967834,-0.00191632920745528,772.90598780978
0.039,0.002,0.030887244288665,-0.00219103527575225,791.419494908043
0.042,0.002,0.0345539764338543,-0.00245510417792598,807.510237027144
0.045,0.002,0.0388566717209112,-0.00270638303082898,821.614902526554
0.048,0.002,0.0437348230358824,-0.00294378895644577,834.056993482433
0.051,0.002,0.0491366739617173,-0.00316700165893664,845.080985509845
0.054,0.002,0.0550171785555759,-0.00337623124476212,854.874931331833
0.057,0.002,0.0613367519926882,-0.00357205772328586,863.585793301697
0.06,0.002,0.068060480637204,-0.00375532175113698,871.330069581078
0.063,0.002,0.0751576092403173,-0.0039270500705881,878.201296501237
0.066,0.002,0.0826011996905678,-0.00408840352224054,884.275429802372
0.069,0.002,0.0903678972651133,-0.00424063948786547,889.614755756425
0.072,0.002,0.0984377637585444,-0.00438508339350002,894.270764277227
0.075,0.002,0.106794150602182,-0.00452310575942567,898.286276680104
0.078,0.002,0.115423593401931,-0.00465610248353516,901.697030029072
0.081,0.002,0.124315714485887,-0.00478547681164623,904.532859843458
0.084,0.002,0.133463123314754,-0.00491262193574037,906.818582341893
0.087,0.002,0.142861306685181,-0.00503890347102115,908.574649591341
0.09,0.002,0.152508501974353,-0.00516564126157567,909.817631623056
0.093,0.002,0.162405547498433,-0.00529409009579397,910.560566029053
0.096,0.002,0.172555704560947,-0.00542541900553626,910.813205969065
0.099,0.002,0.182964446071551,-0.0055606888972557,910.582190709923
0.102,0.002,0.193639206813297,-0.00570082833325098,909.871157986429
0.105,0.002,0.204589090605098,-0.00584660735778337,908.680814067459
0.108,0.002,0.215824529816352,-0.00599860935461536,907.008975051958
0.111,0.002,0.22735689301168,-0.00615720103670033,904.850591334851
0.114,0.002,0.23919803700582,-0.00632250081099675,902.197766172961
0.117,0.002,0.251359800363938,-0.0064943459360364,899.03977869189
0.12,0.002,0.263853436464637,-0.00667225909937971,895.363121381306
0.123,0.002,0.276688985723837,-0.00685541528643863,891.151562018297
0.126,0.002,0.289874588524299,-0.00704261008799458,886.386239933595
0.129,0.002,0.303415742862349,-0.00723223089336355,881.045806491199
0.132,0.002,0.317314513744558,-0.00742223272643504,875.106619483188
0.135,0.002,0.331568704945594,-0.0076101207831499,868.543000738936
0.138,0.002,0.346171007833564,-0.00779294199465012,861.327565499462
0.141,0.002,0.361108146483864,-0.00796728813629274,853.431630902224
0.144,0.002,0.376360043070214,-0.00812931308839608,844.825709156606
0.147,0.002,0.391899032296393,-0.00827476678487909,835.480088581004
0.15,0.002,0.407689158083909,-0.00839904811483874,825.365502565205
0.153,0.002,0.423685589448004,-0.00849727852811928,814.453882708961
0.156,0.002,0.439834194999434,-0.00856439730917342,802.719187922795
0.159,0.002,0.456071316287781,-0.00859527841430811,790.13829628909
0.162,0.002,0.472323778747301,-0.008584867434952,776.691941184911
0.165,0.002,0.488509174881397,-0.00852833570976047,762.365667865153
0.168,0.002,0.504536447230651,-0.00842124695836512,747.150781778052
0.171,0.002,0.520306788533585,-0.00825973018704694,731.045255776118
0.174,0.002,0.535714863516156,-0.00804065119180231,714.054560558796
0.177,0.002,0.550650341474185,-0.00776177394332728,696.192381577243
0.18,0.002,0.564999712120442,-0.0074219026588627,677.481186602115
0.183,0.002,0.578648340228828,-0.00702099558630542,657.95261141429
0.186,0.002,0.591482698791588,-0.00656024251546984,637.647636644813
0.189,0.002,0.603392707124313,-0.00604209976435547,616.616536458124
0.192,0.002,0.614274090875918,-0.00547027873307839,594.918589110317
0.195,0.002,0.624030676158919,-0.00484968684453442,572.621549800223
0.198,0.002,0.63257653044696,-0.00418632249897572,549.800896923732
0.201,0.002,0.639837868347811,-0.0034871282373934,526.538873076635
0.204,0.002,0.645754650136942,-0.00275980834884532,502.923351249
0.207,0.002,0.65028181386088,-0.0020126184721725,479.046564118112
0.21,0.002,0.653390096472691,-0.00125413526277759,455.003739931463
0.213,0.002,0.655066414424522,-0.000493013987879722,430.891692204024
0.216,0.002,0.655313788234193,0.000262258836881807,406.807412611671
0.219,0.002,0.654150807998244,0.00100361169754991,382.846717505388
0.222,0.002,0.651610647362942,0.00172362821858071,359.102998956662
0.225,0.002,0.647739642251342,0.00241577708223262,335.666131748819
0.228,0.002,0.64259545815144,0.0030746282328053,312.621588794711
0.231,0.002,0.636244876600265,0.00369605217119188,290.049819598933
0.234,0.002,0.62876123822256,0.00427739920825963,268.025950131161
0.237,0.002,0.620221586759338,0.00481765545151613,246.619868523396
0.24,0.002,0.610703566344408,0.00531757207641217,225.896770360843
0.243,0.002,0.600282133392214,0.00577976396705438,205.918251578838
0.246,0.002,0.589026155924343,0.00620877274275938,186.744058557144
0.249,0.002,0.576994989239963,0.00661108677802863,168.434637689445
0.252,0.002,0.564235141971053,0.00699510572255039,151.0546762807
0.255,0.002,0.550777189081961,0.00737102681871848,134.677902014221
0.258,0.002,0.536633163535767,0.00775061053877691,119.393523475085
0.261,0.002,0.521794794279362,0.00814674525283844,105.314871861824
0.264,0.002,0.506233207817229,0.00857265720759347,92.5910815168241
0.267,0.002,0.489901177451605,0.00904046823705738,81.4230860637417
0.27,0.002,0.472739897272413,0.00955849926259485,72.0859210165698
0.273,0.002,0.454694027344036,0.0101261065517782,64.960471040601
0.276,0.002,0.435742384102493,0.0107232183607904,60.5798438980231
0.279,0.002,0.415959558359643,0.0112890603397862,59.6982462455092
0.282,0.002,0.395641565156502,0.0116709436080763,63.3981341867717
0.285,0.002,0.375573388545046,0.0115229111650018,73.2441805679185
0.288,0.002,0.357630953291461,0.00991775831850113,91.5689853096956
0.291,0.002,0.346254042496215,0.00495275913086819,121.563176515674
0.294,0.002,0.352683497454803,-0.0124031051309765,168.416054994774
0.297,0.002,0.406425589375341,-0.0501826417552427,232.021323491631
0.3,0.002,0.695377586547002,-0.411202581042664,295.685848427166
0,0.004,4,6,101.262756239916
0.003,0.004,2.35172299297644,1.70947792559068,-143.844022517144
0.006,0.004,0.980175915230409,0.390876345536469,43.3182570135112
0.009,0.004,0.536209953247912,0.157061208059059,233.686152249936
0.012,0.004,0.325544566653709,0.0615734567815809,381.392435382598
0.015,0.004,0.22064913932277,0.0304056596008036,485.333372972128
0.018,0.004,0.161980148285467,0.0160431182606286,561.41650523272
0.021,0.004,0.127125336759781,0.00890356936134039,618.651762963351
0.024,0.004,0.105705387451836,0.0046195071151954,663.216421074354
0.027,0.004,0.0926666123112706,0.00172037010492017,698.91905421071
0.03,0.004,0.0852998839320738,-0.000453900976677701,728.229624045437
0.033,0.004,0.082044729914058,-0.00219868277991995,752.777897573285
0.036,0.004,0.0819370503076603,-0.00366399303401135,773.67367003752
0.039,0.004,0.084343642148796,-0.00493128245324187,791.692625693791
0.042,0.004,0.0888253849368089,-0.00604865506846695,807.39060758146
