x,y,ux,uy,p
0,0,0,0,1069.24775571291
0.003,0,0,0,1837.75465600835
0.006,0,0,0,1922.45650490646
0.009,0,0,0,1889.77519047561
0.012,0,0,0,1877.0994419961
0.015,0,0,0,1868.83029370776
0.018,0,0,0,1865.90129010877
0.021,0,0,0,1865.66891234907
0.024,0,0,0,1867.08529511983
0.027,0,0,0,1869.4357931327
0.03,0,0,0,1872.30926379787
0.033,0,0,0,1875.4429354942
0.036,0,0,0,1878.66403279709
0.039,0,0,0,1881.85287614766
0.042,0,0,0,1884.92306793314
0.045,0,0,0,1887.80973279019
0.048,0,0,0,1890.46241872686
0.051,0,0,0,1892.84060500748
0.054,0,0,0,1894.91074806173
0.057,0,0,0,1896.64425552667
0.06,0,0,0,1898.01603760462
0.063,0,0,0,1899.00342641685
0.066,0,0,0,1899.58533537157
0.069,0,0,0,1899.74157834201
0.072,0,0,0,1899.45229741891
0.075,0,0,0,1898.69746607637
0.078,0,0,0,1897.45644622772
0.081,0,0,0,1895.70758540021
0.084,0,0,0,1893.42784562757
0.087,0,0,0,1890.59245955379
0.09,0,0,0,1887.17461221655
0.093,0,0,0,1883.14514938347
0.096,0,0,0,1878.47231536601
0.099,0,0,0,1873.12152506916
0.102,0,0,0,1867.05517672447
0.105,0,0,0,1860.23251333103
0.108,0,0,0,1852.60954228834
0.111,0,0,0,1844.13902400985
0.114,0,0,0,1834.77054138734
0.117,0,0,0,1824.45066273856
0.12,0,0,0,1813.12321118778
0.123,0,0,0,1800.72965315436
0.126,0,0,0,1787.20961759215
0.129,0,0,0,1772.50155566176
0.132,0,0,0,1756.54354746632
0.135,0,0,0,1739.27425820825
0.138,0,0,0,1720.6340405551
0.141,0,0,0,1700.56617314962
0.144,0,0,0,1679.01821719626
0.147,0,0,0,1655.94346418371
0.15,0,0,0,1631.30243851365
0.153,0,0,0,1605.0644097279
0.156,0,0,0,1577.20886094865
0.159,0,0,0,1547.72685397376
0.162,0,0,0,1516.62222814604
0.165,0,0,0,1483.9125705151
0.168,0,0,0,1449.6298996109
0.171,0,0,0,1413.82101468684
0.174,0,0,0,1376.54747644935
0.177,0,0,0,1337.88520340901
0.18,0,0,0,1297.92368885198
0.183,0,0,0,1256.76486534075
0.186,0,0,0,1214.52166459013
0.189,0,0,0,1171.31633842378
0.192,0,0,0,1127.27861939704
0.195,0,0,0,1082.54380616212
0.198,0,0,0,1037.25085806836
0.201,0,0,0,991.540576018517
0.204,0,0,0,945.553933316118
0.207,0,0,0,899.430602982393
0.21,0,0,0,853.307709181154
0.213,0,0,0,807.318812590719
0.216,0,0,0,761.593125335562
0.219,0,0,0,716.254942579765
0.222,0,0,0,671.423276620705
0.225,0,0,0,627.211686116325
0.228,0,0,0,583.728308049903
0.231,0,0,0,541.076122766854
0.234,0,0,0,499.353512254931
0.237,0,0,0,458.655208302309
0.24,0,0,0,419.073770472565
0.243,0,0,0,380.701785527827
0.246,0,0,0,343.635043685261
0.249,0,0,0,307.977029782924
0.252,0,0,0,273.845180733395
0.255,0,0,0,241.379523639076
0.258,0,0,0,210.754552608497
0.261,0,0,0,182.195577760808
0.264,0,0,0,156.001372818708
0.267,0,0,0,132.575909662781
0.27,0,0,0,112.473555723462
0.273,0,0,0,96.4648707361668
0.276,0,0,0,85.6347041163828
0.279,0,0,0,81.5339500509952
0.282,0,0,0,86.4163579934459
0.285,0,0,0,103.650510168496
0.288,0,0,0,138.28813984059
0.291,0,0,0,198.692060603427
0.294,0,0,0,295.620129354546
0.297,0,0,0,458.639572534179
0.3,0,0,0,673.334767289515
0,0.002,6,4,2071.76062611156
0.003,0.002,2.38347178915392,0.388920917666216,2114.71749877314
0.006,0.002,1.66285557461713,0.30983915213076,1988.95714123919
0.009,0.002,1.26619808023409,0.164016607936855,1940.52495826272
0.012,0.002,1.01842985098832,0.110826007112062,1906.92233329332
0.015,0.002,0.849155038697852,0.0765609647264229,1890.29425658632
0.018,0.002,0.727450029726485,0.055804302839801,1881.47275994497
0.021,0.002,0.63680285325961,0.0418866008057965,1877.44993532434
0.024,0.002,0.567533516278144,0.0321904475979694,1876.17535231339
0.027,0.002,0.513633052784652,0.0251315147583763,1876.5635114344
0.03,0.002,0.471183288397542,0.019816820450262,1877.95216857558
0.033,0.002,0.437527734964473,0.0156961838247357,1879.93140674129
0.036,0.002,0.410803241787228,0.0124209225028322,1882.23283114691
0.039,0.002,0.389664766150948,0.00976100953776004,1884.67360440216
0.042,0.002,0.373116726350458,0.00755996424513421,1887.12406483769
0.045,0.002,0.360406180802375,0.00570823222440478,1889.48893068392
0.048,0.002,0.35095307405741,0.00412713953578389,1891.69584031229
0.051,0.002,0.344303457477285,0.00275886621140699,1893.68813300356
0.054,0.002,0.340097355840655,0.0015600122807421,1895.420130704
0.057,0.002,0.338046213532465,0.000497362261952306,1896.85394542317
0.06,0.002,0.3379167507497,-0.000454965647843797,1897.95724185636
0.063,0.002,0.339519196893045,-0.00131747676424299,1898.70161333921
0.066,0.002,0.342698566947232,-0.00210666700065135,1899.06136051008
0.069,0.002,0.347328086414781,-0.00283599198062874,1899.0125399068
0.072,0.002,0.35330415319807,-0.00351656240504369,1898.53219710328
0.075,0.002,0.360542410361327,-0.00415764758189638,1897.59772861093
0.078,0.002,0.368974627639325,-0.00476704209564532,1896.186335787
0.081,0.002,0.378546173739313,-0.00535133312991649,1894.27454654826
0.084,0.002,0.389213919556667,-0.00591609444090396,1891.83778923725
0.087,0.002,0.400944453091841,-0.00646602527229215,1888.85000901584
0.09,0.002,0.413712515767739,-0.00700504728571093,1885.28332158295
0.093,0.002,0.427499590745615,-0.00753636902367222,1881.10770240777
0.096,0.002,0.442292589252937,-0.00806252499503156,1876.29071239852
0.099,0.002,0.458082592614783,-0.00858539483360922,1870.79726322017
0.102,0.002,0.474863616855097,-0.00910620690384094,1864.58942746961
0.105,0.002,0.492631374300358,-0.00962553006317624,1857.62630068633
0.108,0.002,0.511382013239839,-0.0101432569365482,1849.86392374608
0.111,0.002,0.531110822876582,-0.0106585819399117,1841.25527553679
0.114,0.002,0.551810896923886,-0.0111699773502449,1831.75034689883
0.117,0.002,0.573471755547121,-0.0116751709088697,1821.29630754356
0.12,0.002,0.596077932112675,-0.012171128714478,1809.83777793193
0.123,0.002,0.619607538482918,-0.0126540474587979,1797.3172177674
0.126,0.002,0.644030830381151,-0.0131193603206813,1783.67544168246
0.129,0.002,0.669308802515769,-0.0135617609934584,1768.8522707235
0.132,0.002,0.695391851432715,-0.0139752502967488,1752.78732522027
0.135,0.002,0.722218552042842,-0.0143532095325291,1735.42096045236
0.138,0.002,0.749714600872555,-0.014688504101569,1716.69534113982
0.141,0.002,0.777791984591329,-0.0149736198258563,1696.55564421607
0.144,0.002,0.806348435441461,-0.0152008328742336,1674.95137173073
0.147,0.002,0.835267234937926,-0.0153624121504708,1651.83774735764
0.15,0.002,0.86441742275331,-0.0154508505200469,1627.17716128692
0.153,0.002,0.893654458335922,-0.015459118440143,1600.94061985791
0.156,0.002,0.922821368098494,-0.0153809306137941,1573.10914888181
0.159,0.002,0.951750390968932,-0.0152110134911333,1543.67509404936
0.162,0.002,0.980265110296368,-0.014945359130724,1512.64325898621
0.165,0.002,1.00818303180523,-0.0145814494878678,1480.03182219799
0.168,0.002,1.03531853742226,-0.0141184349742912,1445.87297894062
0.171,0.002,1.06148611590072,-0.013557252416322,1410.21326323989
0.174,0.002,1.08650374616165,-0.0129006704637547,1373.11351872809
0.177,0.002,1.11019629116469,-0.012153255003864,1334.64850402459
0.18,0.002,1.13239875157698,-0.0113212529127657,1294.9061379229
0.183,0.002,1.15295923141615,-0.0104123989937271,1253.98641008182
0.186,0.002,1.17174148292322,-0.00943565748671872,1212.00000239306
0.189,0.002,1.18862692445348,-0.0084009152673301,1169.06668278686
0.192,0.002,1.20351606093917,-0.00731864799472581,1125.31354520895
0.195,0.002,1.21632927792186,-0.006199582385504,1080.87317557875
0.198,0.002,1.22700702279643,-0.00505437712638552,1035.88182311173
0.201,0.002,1.23550942593044,-0.00389334168706037,990.477649640464
0.204,0.002,1.24181544523019,-0.00272620681515708,944.799117494279
0.207,0.002,1.24592163699749,-0.00156195346811057,898.98356078957
0.21,0.002,1.24784066151568,-0.000408699261189209,853.165967832363
0.213,0.002,1.24759962343875,0.000726365828908799,807.477986147585
0.216,0.002,1.24523832623829,0.00183700884574141,762.047148752931
0.219,0.002,1.24080748974689,0.00291796674778019,716.99631266453
0.222,0.002,1.23436694439362,0.00396496288881931,672.443299681137
0.225,0.002,1.22598377976213,0.00497474624582688,628.500736017617
0.228,0.002,1.21573039324308,0.00594516930452973,585.27610149509
0.231,0.002,1.20368236079284,0.00687531541220947,542.872020413209
0.234,0.002,1.18991603909864,0.00776568012276422,501.386854388673
0.237,0.002,1.17450580851273,0.00861840429458109,460.915691966987
0.24,0.002,1.15752087956614,0.00943755003409345,421.551870964521
0.243,0.002,1.1390216126582,0.0102294042703336,383.389218752115
0.246,0.002,1.11905534078946,0.0110027885292682,346.525256454983
0.249,0.002,1.09765174067383,0.0117693462611008,311.065691596752
0.252,0.002,1.0748178736289,0.0125437684848534,277.130630596347
0.255,0.002,1.05053312682492,0.0133439000367613,244.863094721469
0.258,0.002,1.02474445341133,0.0141906338727259,214.440647761753
0.261,0.002,0.997362586789206,0.0151074336086339,186.091284464075
0.264,0.002,0.968260386760741,0.016119191697079,160.115257735095
0.267,0.002,0.937275355276599,0.0172498669247737,136.915357929214
0.27,0.002,0.904220026082949,0.0185177829169811,117.039512851762
0.273,0.002,0.868907223770833,0.0199263317518182,101.24175258808
0.276,0.002,0.831203932210506,0.0214448293027819,90.5714237583891
0.279,0.002,0.791142206927815,0.0229691962838334,86.5056372105594
0.282,0.002,0.749148678671115,0.0242272508699279,91.1542745285948
0.285,0.002,0.706537098069413,0.0245890547738876,107.554324025015
0.288,0.002,0.66662021393853,0.0223547341128292,140.202732522891
0.291,0.002,0.637427482301688,0.0139808562169737,195.238660273179
0.294,0.002,0.639457100544801,-0.0169913795229916,282.389327415343
0.297,0.002,0.726448835174091,-0.0863629676191165,401.57979476916
0.3,0.002,1.23105977031777,-0.733088526911539,519.344407958818
0,0.004,6,4,2763.20510114372
0.003,0.004,4.51205205426833,1.74581151833743,2365.31671879463
0.006,0.004,3.11646737557087,0.763441572410258,2137.71050313523
0.009,0.004,2.43516273548912,0.483898383365595,2016.74526622778
0.012,0.004,1.98140018311456,0.317210052242682,1959.86282963237
0.015,0.004,1.66654562036698,0.224264742172652,1927.29988707841
0.018,0.004,1.43633414839627,0.164443795634887,1908.97240435709
0.021,0.004,1.26288152507684,0.124354744797901,1898.3737529953
0.024,0.004,1.12915766917942,0.0960428089455197,1892.44532316358
0.027,0.004,1.02439756771491,0.0752879540669892,1889.3902697475
0.03,0.004,0.941446534177,0.0595621252106242,1888.15668974376
0.033,0.004,0.875382252498488,0.0473125491999687,1888.08475334367
0.036,0.004,0.822711125357359,0.0375401527048056,1888.74506207035
0.039,0.004,0.780887075654909,0.0295810133749779,1889.8464282728
0.042,0.004,0.748011180946684,0.0229800177700288,1891.18440289543
0.045,0.004,0.722638491159021,0.017416668225565,1892.61070761831
0.048,0.004,0.703650250461015,0.0126596664912443,1894.01456432808
0.051,0.004,0.69016727862866,0.00853833792167501,1895.31087312088
0.054,0.004,0.681489934212199,0.00492414750647835,1896.43249317971
0.057,0.004,0.677055655340746,0.00171845660449147,1897.32504695098
0.06,0.004,0.676408371824136,-0.00115576273248654,1897.94331891746
0.063,0.004,0.679176087518214,-0.00375964237511026,1898.24868615077
0.066,0.004,0.685054180551681,-0.0061424255274983,1898.20723122472
0.069,0.004,0.693792763762862,-0.00834431719501172,1897.78831554584
0.072,0.004,0.705186963823404,-0.0103985355276518,1896.96346932458
0.075,0.004,0.719069318970239,-0.0123328011287329,1895.70550349576
0.078,0.004,0.735303725035795,-0.0141704241641959,1893.98778045729
0.081,0.004,0.753780516551575,-0.0159310987653986,1891.78360127223
0.084,0.004,0.774412378704998,-0.0176314808749524,1889.06568099839
0.087,0.004,0.797130862669409,-0.0192856032888202,1885.80569352542
0.09,0.004,0.821883331656013,-0.0209051664368361,1881.97387423577
0.093,0.004,0.848630204857615,-0.0224997330417393,1877.53867392522
0.096,0.004,0.877342395959453,-0.0240768476803584,1872.46646133352
0.099,0.004,0.907998865337207,-0.025642097449678,1866.72127473893
0.102,0.004,0.940584222755883,-0.027199126762819,1860.26462560762
0.105,0.004,0.975086332002913,-0.0287496173281559,1853.05535940699
0.108,0.004,1.01149388168058,-0.0302932432979106,1845.04958046735
0.111,0.004,1.04979389828829,-0.031827611193755,1836.20064922822
0.114,0.004,1.08996918945721,-0.0333481943572876,1826.45926131341
0.117,0.004,1.13199571728347,-0.0348482721860254,1815.77361858333
0.12,0.004,1.1758399144935,-0.0363188851568674,1804.08970252711
0.123,0.004,1.22145596984014,-0.0377488174536093,1791.35165997052
0.126,0.004,1.26878312364765,-0.039124619726672,1777.50230996462
0.129,0.004,1.31774302955163,-0.0404306849194045,1762.48377875773
0.132,0.004,1.36823725371725,-0.0416493899692455,1746.23826682621
0.135,0.004,1.4201449973903,-0.0427613152909106,1728.70894796336
0.138,0.004,1.47332114148428,-0.0437455520321879,1709.84099537202
0.141,0.004,1.52759472171127,-0.0445801039507215,1689.58272362252
0.144,0.004,1.58276794799994,-0.0452423862504247,1667.88682837402
0.147,0.004,1.63861588098629,-0.045709817810679,1644.71169818769
0.15,0.004,1.69488686965294,-0.0459604960737853,1620.02276499425
0.153,0.004,1.75130383644807,-0.0459739357641063,1593.79385236292
0.156,0.004,1.8075664686891,-0.0457318441646401,1566.00847431593
0.159,0.004,1.86335433780535,-0.045218897670064,1536.66103278321
0.162,0.004,1.91833092210281,-0.044423477751017,1505.75785964612
0.165,0.004,1.97214845656099,-0.0433383203766613,1473.3180503492
0.168,0.004,2.02445347825619,-0.0419610323775432,1439.37404076127
0.171,0.004,2.07489288299095,-0.0402944319893194,1403.97188754944
