x,y,ux,uy,p
0,0,0,0,4304.75351035391
0.003,0,0,0,4171.88067239666
0.006,0,0,0,3493.45494246574
0.009,0,0,0,3059.34528159987
0.012,0,0,0,2815.21940510186
0.015,0,0,0,2664.38599222456
0.018,0,0,0,2566.86344328105
0.021,0,0,0,2499.9938868355
0.024,0,0,0,2452.08632554703
0.027,0,0,0,2416.46373958539
0.03,0,0,0,2389.16778217642
0.033,0,0,0,2367.71766690173
0.036,0,0,0,2350.49075884202
0.039,0,0,0,2336.3833337884
0.042,0,0,0,2324.61933107237
0.045,0,0,0,2314.63719092747
0.048,0,0,0,2306.02036758934
0.051,0,0,0,2298.45310153182
0.054,0,0,0,2291.69136197091
0.057,0,0,0,2285.54319320391
0.06,0,0,0,2279.85506201479
0.063,0,0,0,2274.50213357804
0.066,0,0,0,2269.38117767013
0.069,0,0,0,2264.40527093558
0.072,0,0,0,2259.49974659932
0.075,0,0,0,2254.59902333955
0.078,0,0,0,2249.64406158231
0.081,0,0,0,2244.58027253107
0.084,0,0,0,2239.35575735343
0.087,0,0,0,2233.9197900429
0.09,0,0,0,2228.22148315872
0.093,0,0,0,2222.20859450895
0.096,0,0,0,2215.82644722477
0.099,0,0,0,2209.01694712831
0.102,0,0,0,2201.71769085957
0.105,0,0,0,2193.86116658427
0.108,0,0,0,2185.3740566886
0.111,0,0,0,2176.17665891536
0.114,0,0,0,2166.18244898079
0.117,0,0,0,2155.2978137524
0.12,0,0,0,2143.42198933476
0.123,0,0,0,2130.44724252625
0.126,0,0,0,2116.25933655749
0.129,0,0,0,2100.73832215565
0.132,0,0,0,2083.75969206513
0.135,0,0,0,2065.19593042615
0.138,0,0,0,2044.91847716506
0.141,0,0,0,2022.80011126742
0.144,0,0,0,1998.71773531644
0.147,0,0,0,1972.55551734037
0.15,0,0,0,1944.20831587321
0.153,0,0,0,1913.58528207201
0.156,0,0,0,1880.61350150037
0.159,0,0,0,1845.24151130153
0.162,0,0,0,1807.44250996069
0.165,0,0,0,1767.2170707174
0.168,0,0,0,1724.59517931013
0.171,0,0,0,1679.63744408591
0.174,0,0,0,1632.43537143894
0.177,0,0,0,1583.11065929525
0.18,0,0,0,1531.81353048548
0.183,0,0,0,1478.72019865149
0.186,0,0,0,1424.02962289109
0.189,0,0,0,1367.95975494127
0.192,0,0,0,1310.74350743226
0.195,0,0,0,1252.62466994672
0.198,0,0,0,1193.85397175147
0.201,0,0,0,1134.68544083971
0.204,0,0,0,1075.37314656654
0.207,0,0,0,1016.16834804001
0.21,0,0,0,957.317013204521
0.213,0,0,0,899.057633346868
0.216,0,0,0,841.61924062028
0.219,0,0,0,785.219544194773
0.222,0,0,0,730.063131733959
0.225,0,0,0,676.339731468253
0.228,0,0,0,624.222588300336
0.231,0,0,0,573.867066647319
0.234,0,0,0,525.409645770335
0.237,0,0,0,478.967515594221
0.24,0,0,0,434.639011801088
0.243,0,0,0,392.505152106715
0.246,0,0,0,352.632559537418
0.249,0,0,0,315.078096251397
0.252,0,0,0,279.895600943103
0.255,0,0,0,247.145248430114
0.258,0,0,0,216.906265910535
0.261,0,0,0,189.294098563967
0.264,0,0,0,164.483701590739
0.267,0,0,0,142.741593674282
0.27,0,0,0,124.470887717909
0.273,0,0,0,110.276256450928
0.276,0,0,0,101.060314219221
0.279,0,0,0,98.1724826133405
0.282,0,0,0,103.641421585102
0.285,0,0,0,120.581018616596
0.288,0,0,0,153.753347732325
0.291,0,0,0,211.201650506191
0.294,0,0,0,303.417002736306
0.297,0,0,0,460.156912739296
0.3,0,0,0,670.249008701951
0,0.002,8,2,4879.73898152276
0.003,0.002,4.04632767660321,0.565473599063862,4345.07202190139
0.006,0.002,3.06529254835342,0.479997859946212,3553.62265490911
0.009,0.002,2.41767254191129,0.308686086715477,3122.39993961613
0.012,0.002,1.97547682751079,0.214404745268305,2860.35678173746
0.015,0.002,1.65959287416064,0.152058242940191,2699.50639862823
0.018,0.002,1.42689299988746,0.111997697354075,2593.85922672274
0.021,0.002,1.25049942004633,0.084967498310088,2521.18046836633
0.024,0.002,1.11347697426995,0.0661296017898621,2468.95397504193
0.027,0.002,1.00484717890385,0.0525330285680864,2430.09075134093
0.03,0.002,0.917291025305677,0.0424187659596938,2400.31072029793
0.033,0.002,0.845786370832153,0.0346903982862729,2376.9202909212
0.036,0.002,0.786791884667003,0.0286458029886093,2358.14971369054
0.039,0.002,0.737747177000166,0.0238207836002074,2342.79342334574
0.042,0.002,0.696759046313728,0.019899675994364,2330.00344757669
0.045,0.002,0.662399533140545,0.0166620673922908,2319.16656957725
0.048,0.002,0.633572716640384,0.013950299957768,2309.82844547728
0.051,0.002,0.609424808102617,0.0116490755533419,2301.64516317037
0.054,0.002,0.589282159933441,0.00967233121131783,2294.35135940815
0.057,0.002,0.572607679314712,0.00795458971208022,2287.7386445591
0.06,0.002,0.558969630925623,0.00644513469687197,2281.64062229836
0.063,0.002,0.54801894052509,0.00510400994857466,2275.92223437458
0.066,0.002,0.539472433725036,0.00389922270516032,2270.47200460077
0.069,0.002,0.533100283442565,0.0028047580711147,2265.19626418738
0.072,0.002,0.528716482267533,0.00179915052580302,2260.0147542306
0.075,0.002,0.526171513322814,0.000864445295140746,2254.85719962755
0.078,0.002,0.525346632323468,-1.45623575789348e-05,2249.66057712423
0.081,0.002,0.526149335928858,-0.000850885969301994,2244.36688515546
0.084,0.002,0.528509703202254,-0.0016557571786608,2238.92128056928
0.087,0.002,0.532377374740503,-0.00243892191835942,2233.27048705436
0.09,0.002,0.537718988697986,-0.00320884911346796,2227.36140827519
0.093,0.002,0.544515931740155,-0.00397287008564119,2221.13989931436
0.096,0.002,0.552762290835376,-0.00473726176692474,2214.54966560354
0.099,0.002,0.56246291215162,-0.00550728335869965,2207.53127079748
0.102,0.002,0.573631488626771,-0.00628717378826779,2200.02124514613
0.105,0.002,0.586288609867633,-0.00708011593357684,2191.95129459924
0.108,0.002,0.600459718344026,-0.00788817292418677,2183.24761861123
0.111,0.002,0.616172925564691,-0.00871220176685746,2173.83035166907
0.114,0.002,0.633456652064762,-0.0095517500069629,2163.61315003468
0.117,0.002,0.652337066486358,-0.0104049420569629,2152.50295101428
0.12,0.002,0.672835312559976,-0.0112683631307421,2140.39993702999
0.123,0.002,0.694964529013724,-0.0121369503252611,2127.19774052403
0.126,0.002,0.7187266867637,-0.013003902156654,2112.78392778989
0.129,0.002,0.744109290293472,-0.0138606195993219,2097.0407996004
0.132,0.002,0.771082015630714,-0.0146966931402564,2079.84654331824
0.135,0.002,0.799593384962836,-0.0154999512239602,2061.07676433762
0.138,0.002,0.829567606240747,-0.0162565853432436,2040.60641359915
0.141,0.002,0.860901732906678,-0.0169513655135699,2018.31211211467
0.144,0.002,0.893463321207027,-0.0175679565582613,1994.07485284423
0.147,0.002,0.927088776827803,-0.0180893402287825,1967.78303528892
0.15,0.002,0.961582584849023,-0.0184983405815269,1939.33575985495
0.153,0.002,0.996717603355573,-0.0187782404245246,1908.64627921797
0.156,0.002,1.03223656828102,-0.0189134656282926,1875.64547516553
0.159,0.002,1.06785490352101,-0.0188903027153491,1840.28520499209
0.162,0.002,1.103264856698,-0.0186976048905492,1802.54134514267
0.165,0.002,1.13814089089578,-0.0183274343455024,1762.41635508673
0.168,0.002,1.1721461633105,-0.0177755861150915,1719.94119434603
0.171,0.002,1.20493982335987,-0.017041942521645,1675.17645187275
0.174,0.002,1.23618477784728,-0.0161306181204088,1628.21258929939
0.177,0.002,1.2655555123038,-0.0150498727559897,1579.16925531082
0.18,0.002,1.29274553687657,-0.0138117932222946,1528.19369245643
0.183,0.002,1.3174740491454,-0.0124317691806121,1475.45832306878
0.186,0.002,1.33949147581845,-0.0109278126256608,1421.157659467
0.189,0.002,1.35858366383862,-0.00931978826331155,1365.50472741412
0.192,0.002,1.37457462547635,-0.00762863124470966,1308.72721466306
0.195,0.002,1.38732788279722,-0.00587562675091581,1251.06355510478
0.198,0.002,1.39674658374412,-0.00408181282881088,1192.75913398997
0.201,0.002,1.40277265593326,-0.002267545586252,1134.06275522642
0.204,0.002,1.40538531135211,-0.000452238034845418,1075.22345532383
0.207,0.002,1.40459920952595,0.00134574477483596,1016.48768953975
0.21,0.002,1.40046253137209,0.00310907631913597,958.096863822386
0.213,0.002,1.39305512217518,0.00482140344684085,900.285149507999
0.216,0.002,1.38248674734704,0.00646729007424775,843.277501921921
