x,y,ux,uy,p
0,0,0,0,898.916635169214
0.003,0,0,0,2640.55100042044
0.006,0,0,0,3105.42396662951
0.009,0,0,0,3210.07874422374
0.012,0,0,0,3281.45819633886
0.015,0,0,0,3324.24770366188
0.018,0,0,0,3356.81152878139
0.021,0,0,0,3382.59173923284
0.024,0,0,0,3404.10447460059
0.027,0,0,0,3422.55929472494
0.03,0,0,0,3438.7227725362
0.033,0,0,0,3453.07997676907
0.036,0,0,0,3465.95810039252
0.039,0,0,0,3477.58401431217
0.042,0,0,0,3488.11941078508
0.045,0,0,0,3497.68188287882
0.048,0,0,0,3506.35839437704
0.051,0,0,0,3514.21408911297
0.054,0,0,0,3521.29819147309
0.057,0,0,0,3527.64800852646
0.06,0,0,0,3533.29165405443
0.063,0,0,0,3538.24988372736
0.066,0,0,0,3542.53729249377
0.069,0,0,0,3546.16303932097
0.072,0,0,0,3549.1312097588
0.075,0,0,0,3551.44089124963
0.078,0,0,0,3553.08601263828
0.081,0,0,0,3554.05498372961
0.084,0,0,0,3554.33016044133
0.087,0,0,0,3553.88715454718
0.09,0,0,0,3552.69400326015
0.093,0,0,0,3550.71021242488
0.096,0,0,0,3547.88568759227
0.099,0,0,0,3544.159569633
0.102,0,0,0,3539.45899582445
0.105,0,0,0,3533.69781360327
0.108,0,0,0,3526.77528252901
0.111,0,0,0,3518.57481055324
0.114,0,0,0,3508.96278345575
0.117,0,0,0,3497.78756117316
0.12,0,0,0,3484.87873134096
0.123,0,0,0,3470.04672798243
0.126,0,0,0,3453.08294071332
0.129,0,0,0,3433.76045528698
0.132,0,0,0,3411.83557726232
0.135,0,0,0,3387.0502937523
0.138,0,0,0,3359.13581961709
0.141,0,0,0,3327.81734965869
0.144,0,0,0,3292.82009294417
0.147,0,0,0,3253.87659576229
0.15,0,0,0,3210.7352642913
0.153,0,0,0,3163.16987852982
0.156,0,0,0,3110.98975184313
0.159,0,0,0,3054.05004782197
0.162,0,0,0,2992.26163631618
0.165,0,0,0,2925.59977671873
0.168,0,0,0,2854.11088410999
0.171,0,0,0,2777.91668528207
0.174,0,0,0,2697.21522069099
0.177,0,0,0,2612.27839384084
0.18,0,0,0,2523.44609111626
0.183,0,0,0,2431.11725272389
0.186,0,0,0,2335.73861455936
0.189,0,0,0,2237.79210210119
0.192,0,0,0,2137.78198971051
0.195,0,0,0,2036.22291169594
0.198,0,0,0,1933.62962414827
0.201,0,0,0,1830.50909861966
0.204,0,0,0,1727.3551350067
0.207,0,0,0,1624.64527999493
0.21,0,0,0,1522.83949766358
0.213,0,0,0,1422.37981612796
0.216,0,0,0,1323.69010205433
0.219,0,0,0,1227.17520013106
0.222,0,0,0,1133.21889663165
0.225,0,0,0,1042.18048190695
0.228,0,0,0,954.390038477485
0.231,0,0,0,870.14290852139
0.234,0,0,0,789.694044753401
0.237,0,0,0,713.25308879752
0.24,0,0,0,640.98104347029
0.243,0,0,0,572.989328544042
0.246,0,0,0,509.341873923201
0.249,0,0,0,450.06076377479
0.252,0,0,0,395.135859315671
0.255,0,0,0,344.538856065488
0.258,0,0,0,298.242433884321
0.261,0,0,0,256.245606520911
0.264,0,0,0,218.607175571806
0.267,0,0,0,185.490522456131
0.27,0,0,0,157.22514553613
0.273,0,0,0,134.394050709378
0.276,0,0,0,117.962166022238
0.279,0,0,0,109.473437537747
0.282,0,0,0,111.358032723049
0.285,0,0,0,127.463782354298
0.288,0,0,0,163.804335664198
0.291,0,0,0,230.613644288358
0.294,0,0,0,341.491356445758
0.297,0,0,0,532.991649701692
0.3,0,0,0,787.917844322804
0,0.002,10,8,2865.24790359175
0.003,0.002,3.62236803199452,0.630844229445507,3183.45386352631
0.006,0.002,2.42804153835367,0.489285024517405,3227.85869226421
0.009,0.002,1.81440222662112,0.237171421485023,3296.73613924062
