x,y,ux,uy,p
0,0,0,0,-2048.89716668109
0.003,0,0,0,-483.789008890175
0.006,0,0,0,217.522815477554
0.009,0,0,0,500.67095041831
0.012,0,0,0,669.934096110526
0.015,0,0,0,772.913872722208
0.018,0,0,0,843.347582004953
0.021,0,0,0,894.345067893394
0.024,0,0,0,933.28972651138
0.027,0,0,0,964.190764769183
0.03,0,0,0,989.459177997974
0.033,0,0,0,1010.604272843
0.036,0,0,0,1028.61793386791
0.039,0,0,0,1044.17604767419
0.042,0,0,0,1057.7541952601
0.045,0,0,0,1069.69623302413
0.048,0,0,0,1080.2567805236
0.051,0,0,0,1089.62842013634
0.054,0,0,0,1097.95964076653
0.057,0,0,0,1105.36697893717
0.06,0,0,0,1111.94341476769
0.063,0,0,0,1117.76428570577
0.066,0,0,0,1122.89151561776
0.069,0,0,0,1127.37667572553
0.072,0,0,0,1131.26321949278
0.075,0,0,0,1134.58812270791
0.078,0,0,0,1137.38308797618
0.081,0,0,0,1139.67542508353
0.084,0,0,0,1141.48868646847
0.087,0,0,0,1142.84311493942
0.09,0,0,0,1143.7559454109
0.093,0,0,0,1144.24159163331
0.096,0,0,0,1144.31174124676
0.099,0,0,0,1143.97537707158
0.102,0,0,0,1143.23873873871
0.105,0,0,0,1142.1052361463
0.108,0,0,0,1140.57532452514
0.111,0,0,0,1138.64634991341
0.114,0,0,0,1136.31237344925
0.117,0,0,0,1133.56398299449
0.12,0,0,0,1130.38810113306
0.123,0,0,0,1126.7677994827
0.126,0,0,0,1122.68213045638
0.129,0,0,0,1118.10598904054
0.132,0,0,0,1113.01001872986
0.135,0,0,0,1107.36057735858
0.138,0,0,0,1101.11978004639
0.141,0,0,0,1094.24563764644
0.144,0,0,0,1086.69230971733
0.147,0,0,0,1078.41049087723
0.15,0,0,0,1069.3479481476
0.153,0,0,0,1059.45022426065
0.156,0,0,0,1048.66151761351
0.159,0,0,0,1036.92574339368
0.162,0,0,0,1024.18777227563
0.165,0,0,0,1010.39483307222
0.168,0,0,0,995.498054117831
0.171,0,0,0,979.45410553896
0.174,0,0,0,962.226891806493
0.177,0,0,0,943.789232213657
0.18,0,0,0,924.124457549004
0.183,0,0,0,903.227845675417
0.186,0,0,0,881.107818314789
0.189,0,0,0,857.78682706165
0.192,0,0,0,833.301868914784
0.195,0,0,0,807.704590054097
0.198,0,0,0,781.060959954182
0.201,0,0,0,753.4505241399
0.204,0,0,0,724.965270264639
0.207,0,0,0,695.708165807682
0.21,0,0,0,665.791443875664
0.213,0,0,0,635.334724441519
0.216,0,0,0,604.463061113869
0.219,0,0,0,573.30499883247
0.222,0,0,0,541.990717709107
0.225,0,0,0,510.650325614461
0.228,0,0,0,479.412350663867
0.231,0,0,0,448.402478109614
0.234,0,0,0,417.742577447173
0.237,0,0,0,387.550077123924
0.24,0,0,0,357.937767607921
0.243,0,0,0,329.01414974282
0.246,0,0,0,300.884495531449
0.249,0,0,0,273.652855394885
0.252,0,0,0,247.425335242958
0.255,0,0,0,222.315089527786
0.258,0,0,0,198.449653150589
0.261,0,0,0,175.981501395487
0.264,0,0,0,155.103144826806
0.267,0,0,0,136.068746296368
0.27,0,0,0,119.22537962776
0.273,0,0,0,105.059039801716
0.276,0,0,0,94.2638513778241
0.279,0,0,0,87.850033617526
0.282,0,0,0,87.3140135586119
0.285,0,0,0,94.9375096987471
0.288,0,0,0,114.210709183483
0.291,0,0,0,151.042210394726
0.294,0,0,0,213.278185871132
0.297,0,0,0,322.842265815089
0.3,0,0,0,472.013719093459
0,0.002,5,6,-607.491203558339
0.003,0.002,1.29343342148682,0.285330000780461,-96.4790486732639
0.006,0.002,0.710992481090243,0.204131255166328,295.484096732379
0.009,0.002,0.47632008917784,0.0643770391074083,546.573309296057
0.012,0.002,0.359629843574385,0.0390214378991911,690.490516794847
0.015,0.002,0.290473729316123,0.0240721915930123,785.684560344634
0.018,0.002,0.244615844806366,0.0169632013591641,851.498262007521
0.021,0.002,0.212189930871079,0.0124228783303013,900.016071372006
0.024,0.002,0.188359427499809,0.00934592172765648,937.376486236715
0.027,0.002,0.170499471861875,0.0070813288999891,967.213844303098
0.03,0.002,0.157031185819516,0.00533921694528842,991.719423745516
0.033,0.002,0.146935159085664,0.00395169677095981,1012.29328716254
0.036,0.002,0.139513534766961,0.00281874830128055,1029.86348963671
0.039,0.002,0.134266423240841,0.00187569589137415,1045.06759859424
0.042,0.002,0.130822205750644,0.00107887100068753,1058.35675722715
